listing_name,address,nickname,property_type,bedrooms,bathrooms,accommodates,active,month,airbnb_revenue,airbnb_bookings,airbnb_nights,vrbo_revenue,vrbo_bookings,vrbo_nights,booking_com_revenue,booking_com_bookings,booking_com_nights,direct_revenue,direct_bookings,direct_nights,other_revenue,other_bookings,other_nights,total_revenue,total_bookings,total_nights
ARL - PEN1 - 1117,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1117,Apartment,2,2.0,6,True,2025-10,1954.06,1,7,3999.02,2,15,0.0,0,0,0.0,0,0,339.12,1,3,6292.2,4,25
ARL - PEN1 - 1117,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1117,Apartment,2,2.0,6,True,2025-11,2792.38,3,17,0.0,0,0,0.0,0,0,987.12,2,6,0.0,0,0,3779.5,5,23
ARL - PEN1 - 1117,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1117,Apartment,2,2.0,6,True,2025-12,2544.62,3,22,0.0,0,0,445.8,1,3,559.83,1,3,0.0,0,0,3550.25,5,28
ARL - PEN1 - 1117,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1117,Apartment,2,2.0,6,True,2026-01,3905.09,4,46,511.84,1,4,0.0,0,0,417.01,1,3,357.04,1,2,5190.98,7,55
ARL - PEN1 - 1117,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1117,Apartment,2,2.0,6,True,2026-03,0.0,0,0,2292.93,2,7,0.0,0,0,0.0,0,0,0.0,0,0,2292.93,2,7
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-03,1101.14,1,8,3591.33,3,12,1224.76,3,6,0.0,0,0,0.0,0,0,5917.23,7,26
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-04,834.2,1,4,4740.45,3,14,3742.93,3,12,170.23,1,1,0.0,0,0,9487.81,8,31
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-05,0.0,0,0,4652.31,2,16,2517.3,2,11,0.0,0,0,0.0,0,0,7169.61,4,27
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-06,1097.07,1,4,1840.57,1,5,4678.68,5,16,1326.44,1,4,0.0,0,0,8942.76,8,29
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-07,0.0,0,0,340.62,1,1,4160.59,5,19,0.0,0,0,0.0,0,0,4501.21,6,20
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-08,0.0,0,0,0.0,0,0,2771.04,2,9,0.0,0,0,2833.17,1,11,5604.21,3,20
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-09,959.72,1,7,0.0,0,0,1656.22,4,11,0.0,0,0,405.94,1,2,3021.88,6,20
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-10,819.65,1,7,4838.37,2,18,991.7,1,4,0.0,0,0,0.0,0,0,6649.72,4,29
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-11,672.61,2,4,2227.88,2,11,0.0,0,0,0.0,0,0,388.03,1,2,3288.52,5,17
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2025-12,0.0,0,0,5967.51,2,35,0.0,0,0,0.0,0,0,0.0,0,0,5967.51,2,35
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2026-01,713.18,2,5,0.0,0,0,1036.41,2,7,724.35,1,6,310.72,1,2,2784.66,6,20
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2026-02,0.0,0,0,2265.58,1,21,0.0,0,0,0.0,0,0,0.0,0,0,2265.58,1,21
ARL - PEN1 - 1219,"South Eads Street 1221, Arlington, Virginia 22202-4729, United States",ARL - PEN1 - 1219,Apartment,2,2.0,6,True,2026-03,0.0,0,0,2219.2,2,6,1132.35,2,9,0.0,0,0,0.0,0,0,3351.55,4,15
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-03,0.0,0,0,2636.96,2,9,3082.36,1,10,0.0,0,0,0.0,0,0,5719.32,3,19
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-04,1064.08,1,5,2452.71,1,8,0.0,0,0,0.0,0,0,2319.44,2,13,5836.23,4,26
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-05,1972.97,2,10,1460.58,1,3,0.0,0,0,902.58,2,3,656.73,1,4,4992.86,6,20
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-06,0.0,0,0,10672.9,3,36,0.0,0,0,0.0,0,0,2701.59,2,10,13374.49,5,46
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-07,0.0,0,0,918.57,1,5,0.0,0,0,0.0,0,0,1432.8,1,8,2351.37,2,13
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-08,553.27,1,3,0.0,0,0,0.0,0,0,5585.8,4,26,0.0,0,0,6139.07,5,29
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-09,563.57,1,3,3039.28,2,13,264.95,1,1,0.0,0,0,0.0,0,0,3867.8,4,17
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-10,1024.32,1,4,3852.5,2,11,2575.09,1,10,0.0,0,0,0.0,0,0,7451.91,4,25
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-11,0.0,0,0,1183.63,1,5,0.0,0,0,3656.34,1,21,0.0,0,0,4839.97,2,26
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2025-12,2520.55,1,19,0.0,0,0,0.0,0,0,429.58,1,3,970.33,1,6,3920.46,3,28
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2026-01,286.95,1,2,1572.82,2,9,547.74,1,8,135.05,1,1,0.0,0,0,2542.56,5,20
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2026-02,0.0,0,0,2521.83,3,17,0.0,0,0,397.59,1,2,0.0,0,0,2919.42,4,19
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2026-03,0.0,0,0,0.0,0,0,329.72,1,3,0.0,0,0,0.0,0,0,329.72,1,3
ARL - PEN2 - 1017,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1017,Apartment,2,2.0,6,True,2026-04,0.0,0,0,1171.53,1,3,0.0,0,0,0.0,0,0,0.0,0,0,1171.53,1,3
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-02,2878.54,2,17,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2878.54,2,17
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-03,2917.37,3,11,2643.22,2,8,0.0,0,0,0.0,0,0,796.16,1,4,6356.75,6,23
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-04,0.0,0,0,2213.13,1,7,997.87,1,5,2097.63,2,7,613.19,1,4,5921.82,5,23
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-05,1127.14,2,6,1261.2,1,3,651.12,1,3,0.0,0,0,2098.08,2,11,5137.54,6,23
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-06,808.01,1,2,0.0,0,0,492.32,1,2,2023.37,2,8,2294.12,3,10,5617.82,7,22
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-07,917.62,2,4,0.0,0,0,0.0,0,0,0.0,0,0,7062.61,2,35,7980.23,4,39
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-08,417.1,1,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,417.1,1,2
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-09,0.0,0,0,0.0,0,0,735.0,1,5,1063.99,3,6,1711.43,2,13,3510.42,6,24
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-10,2105.87,2,5,638.66,1,3,716.0,1,4,0.0,0,0,1310.73,1,6,4771.26,5,18
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-11,4746.11,3,39,783.75,1,4,0.0,0,0,0.0,0,0,0.0,0,0,5529.86,4,43
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2025-12,0.0,0,0,0.0,0,0,0.0,0,0,3998.75,1,26,0.0,0,0,3998.75,1,26
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2026-01,0.0,0,0,0.0,0,0,1411.07,1,12,1671.57,2,15,0.0,0,0,3082.64,3,27
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2026-02,0.0,0,0,0.0,0,0,324.72,1,3,1339.01,2,11,0.0,0,0,1663.73,3,14
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2026-03,240.29,1,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,240.29,1,2
ARL - PEN2 - 1018,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1018,Apartment,2,2.0,6,True,2026-04,1618.38,1,7,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1618.38,1,7
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-03,4179.17,3,14,4031.22,2,13,0.0,0,0,0.0,0,0,0.0,0,0,8210.39,5,27
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-04,6674.67,2,30,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,6674.67,2,30
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-05,4184.58,3,13,1465.19,2,4,385.03,1,1,781.36,1,3,1653.09,2,8,8469.25,9,29
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-06,0.0,0,0,0.0,0,0,3884.17,1,11,0.0,0,0,2800.73,1,11,6684.9,2,22
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-07,4085.83,5,22,2031.13,1,7,842.61,1,3,0.0,0,0,0.0,0,0,6959.57,7,32
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-08,875.91,1,4,2667.62,1,10,1631.27,1,7,1135.64,1,6,0.0,0,0,6310.44,4,27
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-09,0.0,0,0,0.0,0,0,2073.72,3,15,124.53,1,1,543.52,1,4,2741.77,5,20
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-10,1202.8,1,5,1482.96,1,6,1512.69,2,7,363.32,1,2,0.0,0,0,4561.77,5,20
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-11,3227.13,5,21,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,3227.13,5,21
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2025-12,2302.11,5,19,2538.06,1,21,0.0,0,0,170.23,1,2,0.0,0,0,5010.4,7,42
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2026-01,814.75,1,7,0.0,0,0,543.5,2,7,83.4,1,1,0.0,0,0,1441.65,4,15
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2026-02,2003.0,5,17,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2003.0,5,17
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2026-03,0.0,0,0,3826.93,3,15,629.72,1,3,0.0,0,0,0.0,0,0,4456.65,4,18
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2026-04,1026.47,1,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1026.47,1,4
ARL - PEN2 - 1317,"1331 South Eads Street, Arlington, Virginia 22202, United States",ARL - PEN2 - 1317,Apartment,2,2.0,6,True,2026-08,0.0,0,0,2301.31,1,7,0.0,0,0,0.0,0,0,0.0,0,0,2301.31,1,7
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-02,1483.73,2,6,0.0,0,0,0.0,0,0,0.0,0,0,1033.61,1,4,2517.34,3,10
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-03,2426.57,4,12,0.0,0,0,686.0,1,3,0.0,0,0,788.02,1,7,3900.59,6,22
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-04,715.86,1,2,0.0,0,0,0.0,0,0,0.0,0,0,3876.0,2,19,4591.86,3,21
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-05,3233.01,4,14,0.0,0,0,0.0,0,0,0.0,0,0,3555.47,3,15,6788.48,7,29
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-06,783.76,1,2,0.0,0,0,0.0,0,0,0.0,0,0,3945.1,3,21,4728.86,4,23
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-07,1527.75,3,6,0.0,0,0,0.0,0,0,0.0,0,0,3135.32,3,15,4663.07,6,21
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-08,6835.87,2,36,0.0,0,0,0.0,0,0,0.0,0,0,1723.52,3,9,8559.39,5,45
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-09,1718.84,2,7,0.0,0,0,2600.45,2,12,0.0,0,0,0.0,0,0,4319.29,4,19
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-10,2624.82,3,10,0.0,0,0,1613.5,3,6,0.0,0,0,0.0,0,0,4238.32,6,16
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-11,1730.81,4,12,0.0,0,0,901.73,2,4,232.65,1,2,272.17,1,2,3137.36,8,20
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2025-12,584.03,1,4,0.0,0,0,3334.76,6,16,0.0,0,0,295.77,1,2,4214.56,8,22
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2026-01,1605.89,3,9,0.0,0,0,1226.0,3,13,0.0,0,0,0.0,0,0,2831.89,6,22
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2026-02,440.44,1,3,0.0,0,0,934.02,3,10,0.0,0,0,936.7,1,5,2311.16,5,18
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2026-03,972.06,1,3,0.0,0,0,506.8,1,5,0.0,0,0,0.0,0,0,1478.86,2,8
BAL - ARR - 1902,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 1902,Apartment,2,2.0,6,True,2026-04,0.0,0,0,0.0,0,0,2961.43,2,13,0.0,0,0,0.0,0,0,2961.43,2,13
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-02,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,693.57,1,3,693.57,1,3
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-03,847.78,1,5,1263.13,1,5,2927.9,4,13,116.33,1,1,0.0,0,0,5155.14,7,24
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-04,323.98,1,1,4017.92,4,13,1228.0,2,4,0.0,0,0,0.0,0,0,5569.9,7,18
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-05,824.5,1,2,4357.1,3,13,4224.85,3,11,0.0,0,0,304.64,1,2,9711.09,8,28
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-06,0.0,0,0,1152.68,1,3,0.0,0,0,3075.82,2,14,0.0,0,0,4228.5,3,17
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-07,0.0,0,0,2093.15,3,7,2214.5,2,8,0.0,0,0,600.5,1,3,4908.15,6,18
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-08,0.0,0,0,937.16,1,3,1912.9,2,8,0.0,0,0,747.95,2,4,3598.01,5,15
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-09,1038.05,2,5,0.0,0,0,2865.96,6,14,0.0,0,0,0.0,0,0,3904.01,8,19
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-10,593.45,1,3,0.0,0,0,3155.0,5,13,0.0,0,0,0.0,0,0,3748.45,6,16
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-11,0.0,0,0,968.21,1,4,2454.0,3,10,0.0,0,0,0.0,0,0,3422.21,4,14
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2025-12,0.0,0,0,1056.33,1,5,1403.0,2,5,400.68,1,2,479.14,1,4,3339.15,5,16
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2026-01,0.0,0,0,4380.81,1,30,551.1,1,3,0.0,0,0,0.0,0,0,4931.91,2,33
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2026-02,0.0,0,0,0.0,0,0,894.04,3,6,182.39,1,1,663.31,1,3,1739.74,5,10
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2026-03,0.0,0,0,839.63,1,3,1190.95,2,7,0.0,0,0,0.0,0,0,2030.58,3,10
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2026-04,0.0,0,0,0.0,0,0,702.0,1,3,0.0,0,0,0.0,0,0,702.0,1,3
BAL - ARR - 2403,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2403,Apartment,2,2.0,6,True,2026-06,0.0,0,0,2138.92,1,5,0.0,0,0,0.0,0,0,0.0,0,0,2138.92,1,5
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-02,847.78,1,5,3656.02,1,18,0.0,0,0,0.0,0,0,0.0,0,0,4503.8,2,23
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-03,700.34,1,3,2341.79,2,10,0.0,0,0,116.33,1,1,437.48,1,2,3595.94,5,16
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-04,983.58,1,5,2408.27,3,9,1252.88,1,4,0.0,0,0,828.46,1,3,5473.19,6,21
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-05,1649.45,2,5,827.21,1,3,624.25,1,2,437.33,2,2,2386.82,4,10,5925.06,10,22
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-06,2026.33,2,7,4230.72,5,15,0.0,0,0,0.0,0,0,740.72,1,4,6997.77,8,26
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-07,578.12,1,3,2713.06,4,9,824.33,2,3,373.66,2,2,1704.97,2,7,6194.14,11,24
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-08,2546.85,4,10,2133.32,2,7,295.01,1,2,0.0,0,0,1176.99,3,6,6152.17,10,25
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-09,438.44,1,2,0.0,0,0,898.0,1,3,0.0,0,0,3739.61,6,17,5076.05,8,22
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-10,752.39,2,4,927.08,1,3,1596.4,3,6,0.0,0,0,1729.15,2,7,5005.02,8,20
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-11,2996.5,5,15,0.0,0,0,0.0,0,0,0.0,0,0,1046.17,2,7,4042.67,7,22
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2025-12,1557.98,3,9,3051.13,1,15,585.0,1,2,0.0,0,0,0.0,0,0,5194.11,5,26
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2026-01,487.4,1,3,2638.36,4,12,355.14,1,2,0.0,0,0,0.0,0,0,3480.9,6,17
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2026-02,0.0,0,0,2068.1,3,10,0.0,0,0,0.0,0,0,392.91,1,3,2461.01,4,13
BAL - ARR - 2703,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 2703,Apartment,2,1.0,6,True,2026-03,1388.24,1,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1388.24,1,4
BAL - ARR - 3002,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 3002,Apartment,2,2.0,6,True,2025-02,1129.1,1,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1129.1,1,5
BAL - ARR - 3002,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 3002,Apartment,2,2.0,6,True,2025-03,3773.96,1,19,0.0,0,0,0.0,0,0,0.0,0,0,905.36,1,8,4679.32,2,27
BAL - ARR - 3002,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 3002,Apartment,2,2.0,6,True,2025-04,1943.88,2,10,9793.13,2,37,0.0,0,0,0.0,0,0,1382.7,2,6,13119.71,6,53
BAL - ARR - 3002,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 3002,Apartment,2,2.0,6,True,2025-06,0.0,0,0,1235.23,1,4,4508.5,2,16,198.58,1,1,1520.71,2,7,7463.02,6,28
BAL - ARR - 3002,"Light Street 10, Baltimore, Maryland 21202, United States",BAL - ARR - 3002,Apartment,2,2.0,6,True,2025-07,976.79,1,4,2998.27,2,10,0.0,0,0,816.63,2,2,778.43,1,4,5570.12,6,20
